CODIGO;LOCALIDAD;ESTRATO;CATEGORIA;ACTIVIDAD;GESTION COBRO;ESTADO JURIDICO;CONVENIO;TARIFA BASE;ACTA;ANO VINCULACION;PORCENTAJE DINERO PAGADO PERIODO DE VINCULACION
20060100;Suba;3;3;MISCELANEA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;320600;SIN ACTA;2006;78.61
20140100;Suba;3;3;CENTRO DE CAPACITACION;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;320600;SIN ACTA;2014;68.09
20130100;Suba;6;3;SUPERMERCADO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;320600;SIN ACTA;2013;68.15
19990100;Suba;2;3;TIENDA VENTA DE LICOR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;320600;SIN ACTA;1999;90.69
20140100;Suba;2;3;TIENDA VENTA DE LICORES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;320600;SIN ACTA;2014;63.07
19950100;Suba;2;3;VIVERES LICORES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;320600;SIN ACTA;1995;96.19
20000100;Suba;3;3;ACADEMIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;320600;SIN ACTA;2000;94.45
20030100;Suba;2;3;TIENDA VTA LICOR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;320600;SIN ACTA;2003;83.32
20040100;Suba;3;3;TIENDA DE VIVERES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;320600;SIN ACTA;2004;82.29
20050100;Suba;5;3;PASTELERIA PANADERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;320600;SIN ACTA;2005;77.46
20070100;Suba;3;3;CENTRO MEDICO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;320600;SIN ACTA;2007;76.77
20090100;Suba;3;3;CONCESIONARIO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;320600;SIN ACTA;2009;73.09
20100100;Suba;3;3;CENTRO MEDICO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;320600;SIN ACTA;2010;71.24
20080100;Suba;3;3;CENTRO MEDICO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;320600;SIN ACTA;2008;74.93
19980100;Engativa;3;3;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;320600;SIN ACTA;1998;91.71
20100100;Antonio Nari?o;3;3;ALMACEN PEQUEÔO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 355.500;SIN ACTA;2010;70.77
20070100;Suba;4;3;ALMACEN PEQUEÔO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;355500;SIN ACTA;2007;77.82
20190100;Antonio Nari?o;2;4;TALLER DE MOTOS;Normal;Normal;SIN CONVENIO;$ 197.600;SIN ACTA;2019;36.27
20000100;Antonio Nari?o;3;3;TIENDA DE VIVERES;Normal;Normal;SIN CONVENIO;$ 319.100;SIN ACTA;2000;72.65
20040100;Suba;3;3;TIENDA VIVERES Y LICORES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;319100;SIN ACTA;2004;82.28
20170100;Suba;5;3;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;319100;SIN ACTA;2017;59.96
20150100;Suba;3;3;TIENDA VTA DE LICOR Y VIVE;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;319100;SIN ACTA;2015;62.03
20110100;Suba;3;3;Drogueria;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;319100;SIN ACTA;2011;69.39
20150100;Suba;3;3;CONSECIONARIO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;319100;SIN ACTA;2015;62.03
20120100;Suba;2;3;TDA VTA DE LICOR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;319100;SIN ACTA;2012;64.88
20170100;Engativa;3;4;VENTA Y REPARACION DE MOTO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;318900;SIN ACTA;2017;56.43
20190100;Suba;3;3;FRUTERIA;Normal;Normal;SIN CONVENIO;317800;SIN ACTA;2019;38.38
20170100;Antonio Nari?o;2;3;BAR PEQUENO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 447.400;CON ACTA;2017;81.8
20110100;Antonio Nari?o;3;4;CAFETERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 316.400;SIN ACTA;2011;66.78
20180100;Engativa;4;4;PELUQUERIA;Normal;Normal;SIN CONVENIO;315700;SIN ACTA;2018;39.38
20180100;Engativa;2;3;TIENDA  VIVERES;Normal;Normal;SIN CONVENIO;315700;SIN ACTA;2018;37.49
20170100;Suba;3;3;ROCKOLA  BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;481900;SIN ACTA;2017;57.64
20180100;Engativa;3;2;CANCHA DE TEJO;Normal;Normal;SIN CONVENIO;315400;SIN ACTA;2018;38.49
20180100;Engativa;3;4;PELUQUERIA;Normal;Normal;SIN CONVENIO;315400;SIN ACTA;2018;38.57
20180100;Engativa;3;4;FRUVER;Normal;Normal;SIN CONVENIO;315400;SIN ACTA;2018;38.3
20180100;Suba;3;3;FRUVER;Normal;Normal;SIN CONVENIO;315400;SIN ACTA;2018;40.2
20180100;Suba;3;3;SERVICIOS VETERINARIOS;Normal;Normal;SIN CONVENIO;315400;SIN ACTA;2018;40.2
20180100;Engativa;2;3;TIENDA;Normal;Normal;SIN CONVENIO;315200;SIN ACTA;2018;37.49
20180100;Engativa;3;3;TIENDA CONSUMO DE LICOR;Normal;Normal;SIN CONVENIO;315200;SIN ACTA;2018;38.29
20170100;Engativa;2;3;VENTA DE CERVEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;315200;SIN ACTA;2017;55.6
20180100;Engativa;3;2;CIGARRERIA; Coordinacion Zona Sur Bogota          ;Normal;SIN CONVENIO;315200;SIN ACTA;2018;45.71
20180100;Engativa;2;3;COMIDAS RAPIDAS;Normal;Normal;SIN CONVENIO;315200;SIN ACTA;2018;32.88
20180100;Engativa;3;3;SERVICIOS VETERINARIOS;Normal;Normal;SIN CONVENIO;315200;SIN ACTA;2018;38.29
20060100;Suba;3;3;Cafeteria PANADERIA;Normal;Normal;SIN CONVENIO;315200;SIN ACTA;2006;57.69
20190100;Engativa;3;3;BAR;Normal;Normal;SIN CONVENIO;315100;SIN ACTA;2019;34.92
20190100;Engativa;2;3;CAFETERIA;Normal;Normal;SIN CONVENIO;315000;SIN ACTA;2019;33.78
20180100;Engativa;2;3;TIENDA VENTA DE LICORES;Normal;Normal;SIN CONVENIO;315000;SIN ACTA;2018;37.48
20180100;Engativa;3;3;BAR;Normal;Normal;SIN CONVENIO;314800;SIN ACTA;2018;36.75
20180100;Suba;2;3;TIENDA;Normal;Normal;SIN CONVENIO;314800;SIN ACTA;2018;39.39
20180100;Antonio Nari?o;3;3;CAFETERIA; Coordinacion Zona Sur Bogota          ;Normal;SIN CONVENIO;$ 314.300;SIN ACTA;2018;45.02
20180100;Antonio Nari?o;3;2;TIENDA CONSUMO DE LICOR;Normal;Normal;SIN CONVENIO;$ 314.000;SIN ACTA;2018;39.47
20180100;Engativa;3;2;CIGARRERIA;Normal;Normal;SIN CONVENIO;314000;SIN ACTA;2018;38.29
20190100;Engativa;2;3;RESTAURANTE;Normal;Normal;SIN CONVENIO;314000;SIN ACTA;2019;31.03
20080100;Suba;3;3;TIENDA DE VIVERES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;314000;SIN ACTA;2008;74.88
20190100;Suba;3;3;CIGARRERIA;Normal;Normal;SIN CONVENIO;314000;SIN ACTA;2019;38.35
20190100;Suba;2;2;CIGARRERIA Y CAFETERIA;Normal;Normal;SIN CONVENIO;314000;SIN ACTA;2019;37.54
20160100;Suba;2;3;CIGARRERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;314000;SIN ACTA;2016;59.34
20190100;Suba;3;3;PANADERIA CAFETERIA;Normal;Normal;SIN CONVENIO;314000;SIN ACTA;2019;33.75
20190100;Antonio Nari?o;3;3;CAFETERIA VTA LICOR;Normal;Normal;SIN CONVENIO;$ 313.200;SIN ACTA;2019;35.76
20190100;Engativa;2;3;PANADERIA;Normal;Normal;SIN CONVENIO;313200;SIN ACTA;2019;31.02
20190100;Engativa;3;3;CIGARRRERIA;Normal;Normal;SIN CONVENIO;313200;SIN ACTA;2019;36.44
20190100;Engativa;2;3;COMIDAS RAPIDAS;Normal;Normal;SIN CONVENIO;313200;SIN ACTA;2019;31.02
20190100;Engativa;2;3;CIGARRERIA;Normal;Normal;SIN CONVENIO;313200;SIN ACTA;2019;35.63
20190100;Engativa;2;3;BAR;Normal;Normal;SIN CONVENIO;313200;SIN ACTA;2019;34.09
20190100;Engativa;3;3;ALMACEN ;Normal;Normal;SIN CONVENIO;313200;SIN ACTA;2019;36.44
20190100;Suba;2;3;RESTAURANTE;Normal;Normal;SIN CONVENIO;313200;SIN ACTA;2019;32.93
20190100;Suba;3;3;CENTRO DE ESTETICA;Normal;Normal;SIN CONVENIO;313200;SIN ACTA;2019;42.55
20190100;Suba;3;2;COMIDAS RAPIDAS;Normal;Normal;SIN CONVENIO;313200;SIN ACTA;2019;33.74
20190100;Suba;3;3;PELUQUERIA;Normal;Normal;SIN CONVENIO;313200;SIN ACTA;2019;38.62
20190100;Suba;3;3;TIENDA;Normal;Normal;SIN CONVENIO;313200;SIN ACTA;2019;38.35
20190100;Suba;3;3;PANADERIA;Normal;Normal;SIN CONVENIO;313200;SIN ACTA;2019;33.74
20190100;Suba;2;3;FRUTERIA;Normal;Normal;SIN CONVENIO;313200;SIN ACTA;2019;37.54
20190100;Suba;2;3;PANADERIA;Normal;Normal;SIN CONVENIO;313200;SIN ACTA;2019;32.93
20180100;Suba;2;4;CARNES;Normal;Normal;SIN CONVENIO;225700;SIN ACTA;2018;38.76
20190100;Antonio Nari?o;3;4;BARBERIA ;Normal;Normal;SIN CONVENIO;$ 225.700;SIN ACTA;2019;35.46
20190100;Antonio Nari?o;3;4;VIVERES;Normal;Normal;SIN CONVENIO;$ 225.700;SIN ACTA;2019;37.0
20190100;Antonio Nari?o;3;4;JOYERIA;Normal;Normal;SIN CONVENIO;$ 225.700;SIN ACTA;2019;37.0
20190100;Engativa;3;4;FAMA;Normal;Normal;SIN CONVENIO;225700;SIN ACTA;2019;36.17
20190100;Suba;2;4;FRUVER;Normal;Normal;SIN CONVENIO;225700;SIN ACTA;2019;36.92
20190100;Suba;2;4;SALON DE BELLEZA;Normal;Normal;SIN CONVENIO;225700;SIN ACTA;2019;35.05
20190100;Suba;3;4;FAMA;Normal;Normal;SIN CONVENIO;225700;SIN ACTA;2019;38.08
20170100;Engativa;3;3;CIGARRERIA; Coordinacion Zona Sur Bogota          ;Normal;SIN CONVENIO;239300;CON ACTA;2017;72.63
20180100;Suba;2;3;DISCOTECA;Normal;Normal;SIN CONVENIO;481400;CON ACTA;2018;64.65
20190100;Suba;3;2;BAR;Normal;Normal;SIN CONVENIO;466200;CON ACTA;2019;63.51
20180100;Suba;3;2;TIENDA CONSUMO DE LICOR;Normal;Normal;SIN CONVENIO;464000;CON ACTA;2018;66.87
20170100;Engativa;3;3;BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;463300;CON ACTA;2017;81.53
20180100;Suba;3;3;CIGARRERIA;Normal;Normal;SIN CONVENIO;307500;SIN ACTA;2018;40.15
20190100;Antonio Nari?o;2;3;CIGARRERIA ;Normal;Normal;SIN CONVENIO;$ 438.200;CON ACTA;2019;63.31
20180100;Suba;5;3;TIENDA CAFE LA ESQUINA;Normal;Normal;SIN CONVENIO;467100;CON ACTA;2018;68.51
20060100;Suba;3;3;ALMACEN PEQUEÔO;Coordinacion Central de Llamadas;Normal;DevoluciA n de Correo;355500;SIN ACTA;2006;68.53
20180100;Suba;2;4;PESCADERIA;Normal;Normal;SIN CONVENIO;153900;SIN ACTA;2018;38.25
20110100;Suba;2;4;TDA VTA DE LICOR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;303000;SIN ACTA;2011;66.61
20110100;Antonio Nari?o;3;4;VENTA DE CALZADO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 230.000;CON ACTA;2011;93.65
20110100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;CON ACTA;2011;92.74
20170100;Suba;2;4;TIENDA DE CERVEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;302600;SIN ACTA;2017;57.42
19990100;Suba;2;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;CON ACTA;1999;100.0
20110100;Antonio Nari?o;2;4;TIENDA VENTA DE LICOR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 302.300;SIN ACTA;2011;67.74
20080100;Suba;3;3;PANADERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;302100;SIN ACTA;2008;70.19
20170100;Suba;2;3;LICORERA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;319100;CON ACTA;2017;83.15
20180100;Antonio Nari?o;3;3;CAFETERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 447.600;CON ACTA;2018;80.44
19990100;Engativa;3;4;GIMNASIO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;299900;SIN ACTA;1999;89.63
20190100;Antonio Nari?o;3;4;CAFE INTERNET;Normal;Normal;SIN CONVENIO;$ 225.700;SIN ACTA;2019;37.0
20130100;Suba;3;2;BAR PEQ;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;895900;CON ACTA;2013;93.88
20170100;Engativa;2;4;CIGARRERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;298100;SIN ACTA;2017;55.48
20160100;Suba;2;3;TIENDA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;446700;CON ACTA;2016;85.9
20170100;Suba;2;4;TIENDA DE VIVERES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;297600;SIN ACTA;2017;57.38
20190100;Antonio Nari?o;7;4;CARNICERIA;Normal;Normal;SIN CONVENIO;$ 225.700;SIN ACTA;2019;40.24
20160100;Engativa;3;4;TIENDA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;297500;SIN ACTA;2016;58.12
20080100;Suba;2;4;TIENDA VTA LICORES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;297500;SIN ACTA;2008;73.95
20180100;Engativa;2;2;CIGARRERIA;Normal;Normal;SIN CONVENIO;446600;CON ACTA;2018;64.03
20110100;Engativa;1;4;CIGARRERIA CONSUMO LICOR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;296400;SIN ACTA;2011;65.7
20190100;Engativa;3;3;MINIMARKET;Normal;Normal;SIN CONVENIO;226000;SIN ACTA;2019;35.82
20190100;Antonio Nari?o;2;4;BARBERIA ;Normal;Normal;SIN CONVENIO;$ 225.700;SIN ACTA;2019;34.66
19960100;Antonio Nari?o;3;1;BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 1.185.300;CON ACTA;1996;100.0
20190100;Suba;3;4;SUPERMERCADO;Normal;Normal;SIN CONVENIO;225700;SIN ACTA;2019;37.73
20190100;Suba;3;4;ALMACEN ;Normal;Normal;SIN CONVENIO;225700;SIN ACTA;2019;37.73
20190100;Suba;2;4;MIMERCADO;Normal;Normal;SIN CONVENIO;225700;SIN ACTA;2019;36.92
20190100;Suba;3;3;ALMACEN ;Normal;Normal;SIN CONVENIO;225700;SIN ACTA;2019;37.73
20190100;Suba;4;3;ALMACEN;Normal;Normal;SIN CONVENIO;293500;CON ACTA;2019;64.63
20050100;Suba;2;4;TIENDA VTA LICORES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;293400;SIN ACTA;2005;79.45
20190100;Engativa;3;3;ALMACEN;Normal;Normal;SIN CONVENIO;293100;SIN ACTA;2019;36.3
20190100;Engativa;3;4;COMIDAS RAPIDAS ;Normal;Normal;SIN CONVENIO;292800;SIN ACTA;2019;31.69
20190100;Suba;2;3;TIENDA VTA DE LICOR;Normal;Normal;SIN CONVENIO;292800;SIN ACTA;2019;37.39
20100100;Antonio Nari?o;2;4;VIVERES LICORES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 292.700;SIN ACTA;2010;67.65
20140100;Antonio Nari?o;3;4;MOTEL;Normal;Normal;SIN CONVENIO;$ 292.700;SIN ACTA;2014;51.09
20190100;Engativa;2;3;RESTAURANTE;Normal;Normal;SIN CONVENIO;292700;SIN ACTA;2019;30.88
20190100;Engativa;2;3;MINIMERCADO;Normal;Normal;SIN CONVENIO;292700;SIN ACTA;2019;35.48
20190100;Suba;3;3;BODEGA;Normal;Normal;SIN CONVENIO;292700;SIN ACTA;2019;38.56
20190100;Antonio Nari?o;3;4;MANTENIMIENTO Y REPARACION;Normal;Normal;SIN CONVENIO;$ 292.600;SIN ACTA;2019;37.48
20190100;Antonio Nari?o;3;3;CIGARRERIA;Normal;Normal;SIN CONVENIO;$ 292.600;SIN ACTA;2019;37.48
20190100;Engativa;3;3;CIGARRERIA;Normal;Normal;SIN CONVENIO;292600;SIN ACTA;2019;36.29
20190100;Engativa;2;3;TIENDA;Normal;Normal;SIN CONVENIO;292600;SIN ACTA;2019;35.48
20180100;Engativa;1;3;TIENDA EXPENDIO DE CERVEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;292600;SIN ACTA;2018;52.79
20190100;Engativa;3;3;BARBERIA;Normal;Normal;SIN CONVENIO;292600;SIN ACTA;2019;34.76
20190100;Suba;5;4;MINI MARKET;Normal;Normal;SIN CONVENIO;292600;SIN ACTA;2019;39.82
20190100;Suba;2;3;TIENDA;Normal;Normal;SIN CONVENIO;292600;SIN ACTA;2019;37.39
20190100;Suba;5;2;ALMACEN;Normal;Normal;SIN CONVENIO;292600;SIN ACTA;2019;39.82
20190100;Suba;3;2;BAR PEQUE´O;Normal;Normal;SIN CONVENIO;292600;SIN ACTA;2019;36.66
20180100;Suba;3;3;BAR;Normal;Normal;SIN CONVENIO;438500;CON ACTA;2018;65.15
20110100;Suba;3;3;BAR PEQUE;Normal;Normal;SIN CONVENIO;438200;CON ACTA;2011;78.04
19940100;Engativa;3;4;PANADERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;290900;SIN ACTA;1994;93.98
20170100;Antonio Nari?o;3;2;BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 1.011.200;CON ACTA;2017;86.61
20140100;Suba;3;4;CONSECIONARIO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;290400;SIN ACTA;2014;63.66
20170100;Antonio Nari?o;2;3;RESTAURANTE;Normal;Normal;SIN CONVENIO;$ 290.000;SIN ACTA;2017;35.72
20150100;Suba;3;2;BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;865700;CON ACTA;2015;89.98
20190100;Suba;2;4;LAVADERO DE CARROS;Normal;Normal;SIN CONVENIO;197100;SIN ACTA;2019;36.72
20190100;Antonio Nari?o;3;4; BARBERIA ;Normal;Normal;SIN CONVENIO;$ 149.700;SIN ACTA;2019;34.93
20180100;Suba;2;2;TIENDA CONSUMO DE LICOR;Normal;Normal;SIN CONVENIO;576000;CON ACTA;2018;66.86
20190100;Engativa;3;3;BAR;Normal;Normal;SIN CONVENIO;431000;CON ACTA;2019;61.35
20190100;Engativa;2;4;VENTA DE LICOR;Normal;Normal;SIN CONVENIO;287300;SIN ACTA;2019;35.45
20190100;Engativa;3;3;RESTAURANTE BAR;Normal;Normal;SIN CONVENIO;431000;CON ACTA;2019;61.35
20200100;Suba;2;4;VENTA DE ABARROTES;Normal;Normal;SIN CONVENIO;287300;SIN ACTA;2020;35.51
20180100;Suba;2;3;BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;574700;CON ACTA;2018;81.58
20120100;Antonio Nari?o;3;4;COMIDAS RAPIDAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 287.200;SIN ACTA;2012;61.99
20150100;Suba;3;2;BAR PEQUEÔO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;862400;CON ACTA;2015;89.96
20150100;Suba;3;2;BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;862400;CON ACTA;2015;89.96
20140100;Suba;3;4;COMIDAS RAPIDAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;287200;SIN ACTA;2014;59.03
20130100;Suba;2;4;CAMPO DE MINITEJO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;285400;SIN ACTA;2013;64.85
19940100;Suba;3;2;CANCHA DE MINITEJO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;568800;CON ACTA;1994;100.0
20120100;Engativa;2;4;CIGARRERIA CONSUMO LICOR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;283200;SIN ACTA;2012;64.58
19940100;Antonio Nari?o;3;2;BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 574.700;CON ACTA;1994;100.0
20160100;Antonio Nari?o;3;2;BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 532.700;CON ACTA;2016;85.05
20200100;Antonio Nari?o;2;3;VENTA DE APUESTAS;Normal;Normal;SIN CONVENIO;$ 467.300;CON ACTA;2020;61.68
20160100;Antonio Nari?o;3;1;BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 1.122.400;CON ACTA;2016;89.24
20130100;Suba;2;4;TIENDA DE LICORES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;280300;SIN ACTA;2013;64.63
20130100;Engativa;3;4;OFICINA ATENCION AL USUARI; Fimher Music                          ;Normal;SIN CONVENIO;278900;SIN ACTA;2013;54.66
20130100;Suba;2;2;TIENDA BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;418600;CON ACTA;2013;91.22
20190100;Antonio Nari?o;3;3;PARQUEADERO Y CAFETERIA;Normal;Normal;SIN CONVENIO;$ 226.200;SIN ACTA;2019;37.2
20050100;Engativa;3;2;BAR PEQ;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;556200;CON ACTA;2005;100.0
20180100;Engativa;2;4;ALMACEN ACEITES Y LUBRICAN;Normal;Normal;SIN CONVENIO;225700;SIN ACTA;2018;36.85
20190100;Suba;2;4;CARNICERIA;Normal;Normal;SIN CONVENIO;225700;SIN ACTA;2019;36.92
20190100;Suba;3;4;DISTRIBUIDORA ;Normal;Normal;SIN CONVENIO;225700;SIN ACTA;2019;37.73
20130100;Suba;4;4;CONSULTORIO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;277400;SIN ACTA;2013;65.42
20000100;Antonio Nari?o;3;2;BILLARES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 553.000;CON ACTA;2000;100.0
20070100;Suba;3;3;BAR PEQUENO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;553000;CON ACTA;2007;100.0
20080100;Suba;3;4;PANADERIA;Normal;Normal;SIN CONVENIO;275800;SIN ACTA;2008;53.73
20150100;Antonio Nari?o;2;2;VIDEO BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 553.000;CON ACTA;2015;86.23
20160100;Engativa;3;4;CAFETERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;273900;SIN ACTA;2016;56.09
20100100;Antonio Nari?o;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 273.800;SIN ACTA;2010;68.32
20110100;Suba;4;4;CIGARRERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;273500;SIN ACTA;2011;69.88
19940100;Antonio Nari?o;2;2;BILLARES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 553.000;CON ACTA;1994;100.0
20000100;Antonio Nari?o;3;4;TIENDA VTA LICORES;Coordinacion Central de Llamadas;Normal;DevoluciA n de Correo;$ 273.000;SIN ACTA;2000;78.27
20160100;Engativa;3;2;CIGARRERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;553000;CON ACTA;2016;85.55
20170100;Engativa;2;2;BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;542900;CON ACTA;2017;81.29
20190100;Antonio Nari?o;2;3;CAFE BAR ;Normal;Normal;SIN CONVENIO;$ 446.500;CON ACTA;2019;58.77
20180100;Antonio Nari?o;3;3;CIGARRERIA BAR;Normal;Normal;SIN CONVENIO;$ 438.400;CON ACTA;2018;65.97
20080100;Suba;2;2;RESTAURANTE BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;804500;CON ACTA;2008;100.0
20140100;Antonio Nari?o;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 268.200;SIN ACTA;2014;62.78
20190100;Engativa;2;2;BAR;Normal;Normal;SIN CONVENIO;376400;CON ACTA;2019;60.15
20170100;Suba;3;1;BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;1247000;CON ACTA;2017;89.0
19990100;Suba;3;4;TIENDA CAFETERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;267500;SIN ACTA;1999;91.54
20080100;Suba;1;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2008;73.03
20190100;Antonio Nari?o;3;2;CAFETERIA BAR;Normal;Normal;SIN CONVENIO;$ 533.800;CON ACTA;2019;63.78
20150100;Engativa;3;2;TIENDA VTA DE LICOR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;400300;CON ACTA;2015;86.94
20140100;Antonio Nari?o;3;3;COMIDAS RAPIDAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 446.600;CON ACTA;2014;85.76
20110100;Engativa;3;3;BAR PEQ.;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;532500;CON ACTA;2011;93.91
20110100;Antonio Nari?o;3;2;TIENDA CONSUMO LICOR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 815.600;CON ACTA;2011;99.08
20170100;Suba;3;2;BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;545100;CON ACTA;2017;84.88
20080100;Suba;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;265000;SIN ACTA;2008;75.22
20150100;Engativa;3;3;BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;396400;CON ACTA;2015;85.37
20120100;Engativa;3;2;CIGARRERIA CONSUMO DE LICO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;533800;CON ACTA;2012;93.62
20140100;Suba;3;4;SALON BELLEZA/PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2014;61.73
20100100;Suba;3;4;COMIDAS RAPIDAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;262500;SIN ACTA;2010;66.64
20170100;Engativa;3;2;DISCOTECA BAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;523800;CON ACTA;2017;82.79
20130100;Antonio Nari?o;3;4;JUEGOS DE MESA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;$ 261.500;SIN ACTA;2013;65.18
20080100;Engativa;2;2;BAR PEQ.;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;781200;CON ACTA;2008;100.0
20190100;Engativa;2;4;BARBERIA ;Normal;Normal;SIN CONVENIO;225700;SIN ACTA;2019;33.83
20200100;Engativa;3;4;ALMACEN DE ROPA ;Normal;Normal;SIN CONVENIO;225600;SIN ACTA;2020;34.33
20190100;Suba;2;4;CARNICERIA;Normal;Normal;SIN CONVENIO;225600;SIN ACTA;2019;37.27
20160100;Suba;2;4;PANADERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;260300;SIN ACTA;2016;54.76
